Type;Node1;Node2;Distance(m);MaxWidth(cm);MaxLength(cm);MaxDraught(cm);MaxHeight(cm);DefaultPassageDuration;AvgProcessingTime
DEFAULT;15;118;16,518811935406;510;3850;160;2147483647;19,8225743224872;0
DEFAULT;15;119;682,726171960739;510;3850;160;2147483647;819,271406352887;0
DEFAULT;16;128;32,8279222904482;510;3850;160;2147483647;39,3935067485379;0
DEFAULT;16;17;251,245490993321;510;3850;160;2147483647;301,494589191985;0
DEFAULT;17;16;251,245490993321;510;3850;160;2147483647;301,494589191985;0
DEFAULT;17;129;168,448061076148;510;1500;160;2147483647;202,137673291378;0
DEFAULT;18;148;24,85408604773;510;1500;160;2147483647;29,824903257276;0
DEFAULT;18;149;152,805736372288;660;3850;160;2147483647;183,366883646745;0
DEFAULT;19;150;124,296652236778;660;3850;160;2147483647;149,155982684134;0
DEFAULT;20;154;3488,29429193921;1150;11000;280;2147483647;837,190630065411;0
DEFAULT;20;155;1828,04210104862;1150;11000;280;2147483647;438,730104251668;0
DEFAULT;21;168;382,853319033504;1150;11000;280;2147483647;91,884796568041;0
DEFAULT;21;169;56,1577486048788;510;3850;160;2147483647;25,2709868721954;0
DEFAULT;22;172;34,2721963876118;510;3850;160;2147483647;15,4224883744253;0
DEFAULT;22;173;966,677874811771;510;3850;160;2147483647;435,005043665297;0
DEFAULT;23;184;866,133076950569;510;3850;160;2147483647;389,759884627756;0
DEFAULT;23;185;1473,3792898044;510;3850;160;2147483647;663,02068041198;0
DEFAULT;24;192;1,95759737363636;510;3850;160;2147483647;0,880918818136361;0
DEFAULT;25;194;312,958095534184;960;8600;280;2147483647;75,1099429282042;0
DEFAULT;25;195;817,479184068404;1150;11000;280;2147483647;196,195004176417;0
DEFAULT;26;193;1092,21518722196;960;8600;280;2147483647;262,13164493327;0
DEFAULT;27;212;23,7136482182995;1150;11000;280;2147483647;5,69127557239189;0
DEFAULT;27;213;756,075524080859;1150;11000;280;2147483647;181,458125779406;0
DEFAULT;28;218;2593,88379496608;1150;11000;280;2147483647;622,532110791859;0
DEFAULT;28;219;428,656399354594;1150;11000;280;2147483647;102,877535845103;0
DEFAULT;29;222;54,6862216374632;1150;11000;280;2147483647;13,1246931929912;0
DEFAULT;29;223;21,192229490953;1150;11000;280;2147483647;5,08613507782873;0
DEFAULT;30;227;329,982769367996;1150;11000;260;2147483647;148,492246215598;0
DEFAULT;31;230;115,606215963034;1150;11000;260;2147483647;52,0227971833651;0
DEFAULT;31;231;2014,55293245251;1150;11000;260;2147483647;906,548819603629;0
DEFAULT;32;236;82,1560138038067;1150;11000;260;2147483647;36,970206211713;0
DEFAULT;32;237;1507,81449891884;1150;11000;260;2147483647;678,516524513479;0
DEFAULT;33;244;67,2226326973168;1150;11000;260;2147483647;30,2501847137926;0
DEFAULT;33;245;24,8449511120719;1150;11000;260;2147483647;11,1802280004324;0
DEFAULT;34;256;8,24236618327923;1150;11000;260;2147483647;3,70906478247565;0
DEFAULT;34;257;53,2758460931983;510;3850;180;2147483647;23,9741307419392;0
DEFAULT;35;262;2,87948330135962;510;3850;180;2147483647;1,29576748561183;0
DEFAULT;35;263;2,43342740032443;510;3850;180;2147483647;1,09504233014599;0
DEFAULT;36;268;8,70075996548428;510;3850;180;2147483647;3,91534198446793;0
DEFAULT;36;269;490,720061312026;510;3850;180;2147483647;220,824027590412;0
DEFAULT;37;272;1,22385407119917;510;3850;180;2147483647;0,550734332039626;0
DEFAULT;37;3;62,0531492124426;510;3850;180;2147483647;27,9239171455992;0
DEFAULT;38;273;339,76453109509;1030;8600;240;2147483647;135,905812438036;0
DEFAULT;39;280;90,1083636528051;1030;8600;240;2147483647;36,0433454611221;0
DEFAULT;39;40;603,897031104019;1030;8600;240;2147483647;241,558812441608;0
DEFAULT;40;39;603,897031104019;1030;8600;240;2147483647;241,558812441608;0
DEFAULT;40;281;665,660286466011;960;8600;250;2147483647;266,264114586404;0
DEFAULT;41;0;217,081330505961;960;8600;250;2147483647;86,8325322023846;0
BRIDGE;41;42;0;960;8600;250;549;0;0
BRIDGE;42;41;0;960;8600;250;549;0;0
DEFAULT;42;43;971,370685277393;960;8600;250;2147483647;388,548274110957;0
DEFAULT;43;42;971,370685277393;960;8600;250;2147483647;388,548274110957;0
BRIDGE;43;44;0;960;8600;250;839;0;0
BRIDGE;44;43;0;960;8600;250;839;0;0
DEFAULT;44;1;2085,18939428896;960;8600;250;2147483647;834,075757715584;0
DEFAULT;45;1;1679,26381978973;960;8600;250;2147483647;671,705527915892;0
BRIDGE;45;46;0;960;8600;250;476;0;0
BRIDGE;46;45;0;960;8600;250;476;0;0
DEFAULT;46;47;1545,76372598481;960;8600;250;2147483647;618,305490393923;0
DEFAULT;47;46;1545,76372598481;960;8600;250;2147483647;618,305490393923;0
BRIDGE;47;48;0;960;8600;250;798;0;0
BRIDGE;48;47;0;960;8600;250;798;0;0
DEFAULT;48;2;896,251527893132;960;8600;250;2147483647;358,500611157253;0
DEFAULT;49;2;1115,80273356096;960;8600;250;2147483647;446,321093424385;0
BRIDGE;49;50;0;960;8600;250;798;0;0
BRIDGE;50;49;0;960;8600;250;798;0;0
DEFAULT;50;51;144,49247202123;960;8600;250;2147483647;57,7969888084919;0
DEFAULT;51;50;144,49247202123;960;8600;250;2147483647;57,7969888084919;0
BRIDGE;51;52;0;960;8600;250;509;0;0
BRIDGE;52;51;0;960;8600;250;509;0;0
DEFAULT;52;53;1761,06899527634;960;8600;250;2147483647;704,427598110538;0
DEFAULT;53;52;1761,06899527634;960;8600;250;2147483647;704,427598110538;0
BRIDGE;53;54;0;960;8600;250;568;0;0
BRIDGE;54;53;0;960;8600;250;568;0;0
DEFAULT;54;55;238,079542500704;960;8600;250;2147483647;95,2318170002816;0
DEFAULT;55;54;238,079542500704;960;8600;250;2147483647;95,2318170002816;0
BRIDGE;55;56;0;960;8600;250;688;0;0
BRIDGE;56;55;0;960;8600;250;688;0;0
DEFAULT;56;57;224,210336652236;960;8600;250;2147483647;89,6841346608946;0
DEFAULT;57;56;224,210336652236;960;8600;250;2147483647;89,6841346608946;0
BRIDGE;57;58;0;960;8600;250;708;0;0
BRIDGE;58;57;0;960;8600;250;708;0;0
DEFAULT;58;59;539,412362539818;960;8600;250;2147483647;215,764945015927;0
DEFAULT;59;58;539,412362539818;960;8600;250;2147483647;215,764945015927;0
BRIDGE;59;60;0;960;8600;250;1780;0;0
BRIDGE;60;59;0;960;8600;250;1780;0;0
DEFAULT;60;61;0;960;8600;250;2147483647;0;0
DEFAULT;61;60;0;960;8600;250;2147483647;0;0
BRIDGE;61;62;0;960;8600;250;457;0;0
BRIDGE;61;62;0;960;8600;250;694;0;300
BRIDGE;62;61;0;960;8600;250;457;0;0
BRIDGE;62;61;0;960;8600;250;694;0;300
DEFAULT;62;63;355,715925832299;960;8600;250;2147483647;142,28637033292;0
DEFAULT;63;62;355,715925832299;960;8600;250;2147483647;142,28637033292;0
BRIDGE;63;64;0;960;8600;250;714;0;0
BRIDGE;64;63;0;960;8600;250;714;0;0
DEFAULT;64;65;197,21026303665;960;8600;250;2147483647;78,8841052146602;0
DEFAULT;65;64;197,21026303665;960;8600;250;2147483647;78,8841052146602;0
BRIDGE;65;66;0;960;8600;250;707;0;0
BRIDGE;66;65;0;960;8600;250;707;0;0
DEFAULT;66;3;40,0714684852703;960;8600;250;2147483647;16,0285873941081;0
DEFAULT;67;3;1192,74567143331;960;8600;250;2147483647;477,098268573325;0
BRIDGE;67;68;0;960;8600;250;755;0;0
BRIDGE;68;67;0;960;8600;250;755;0;0
DEFAULT;68;69;0;960;8600;250;2147483647;0;0
DEFAULT;69;68;0;960;8600;250;2147483647;0;0
BRIDGE;69;70;0;960;8600;250;755;0;0
BRIDGE;70;69;0;960;8600;250;755;0;0
DEFAULT;70;71;15,2636817426682;960;8600;250;2147483647;6,10547269706729;0
DEFAULT;71;70;15,2636817426682;960;8600;250;2147483647;6,10547269706729;0
BRIDGE;71;72;0;960;8600;250;755;0;0
BRIDGE;72;71;0;960;8600;250;755;0;0
DEFAULT;72;4;1022,98303813369;960;8600;250;2147483647;409,193215253475;0
DEFAULT;73;4;647,142716661969;1150;11000;280;2147483647;258,857086664788;0
BRIDGE;73;74;0;1150;11000;280;653;0;0
BRIDGE;74;73;0;1150;11000;280;653;0;0
DEFAULT;74;75;612,1001312804;1150;11000;280;2147483647;244,84005251216;0
DEFAULT;75;74;612,1001312804;1150;11000;280;2147483647;244,84005251216;0
LOCK;75;76;0;1150;11000;280;560;0;1020
LOCK;76;75;0;1150;11000;280;560;0;1020
DEFAULT;76;5;80,7709456056916;1150;11000;280;2147483647;32,3083782422766;0
DEFAULT;77;5;317,033642649399;1150;11000;280;2147483647;126,81345705976;0
BRIDGE;77;78;0;1150;11000;280;604;0;0
BRIDGE;78;77;0;1150;11000;280;604;0;0
DEFAULT;78;79;1110,16217022366;1150;11000;280;2147483647;444,064868089465;0
DEFAULT;79;78;1110,16217022366;1150;11000;280;2147483647;444,064868089465;0
BRIDGE;79;80;0;1150;11000;280;705;0;0
BRIDGE;80;79;0;1150;11000;280;705;0;0
DEFAULT;80;81;3344,13984778176;1150;11000;280;2147483647;1337,6559391127;0
DEFAULT;81;80;3344,13984778176;1150;11000;280;2147483647;1337,6559391127;0
BRIDGE;81;82;0;1150;11000;280;533;0;0
BRIDGE;82;81;0;1150;11000;280;533;0;0
DEFAULT;82;6;618,083202520036;1150;11000;280;2147483647;247,233281008014;0
DEFAULT;83;6;2924,83417757197;1150;11000;280;2147483647;1169,93367102879;0
BRIDGE;83;84;0;1150;11000;280;755;0;0
BRIDGE;84;83;0;1150;11000;280;755;0;0
DEFAULT;84;7;14,7637874463543;1150;11000;280;2147483647;5,9055149785417;0
DEFAULT;85;7;1384,28024684387;1150;11000;280;2147483647;553,712098737549;0
BRIDGE;85;86;0;1150;11000;280;734;0;0
BRIDGE;86;85;0;1150;11000;280;734;0;0
DEFAULT;86;8;405,500114818216;1150;11000;280;2147483647;162,200045927287;0
DEFAULT;87;8;603,157785074074;1150;11000;280;2147483647;241,26311402963;0
LOCK;87;88;0;1150;11000;280;678;0;1200
LOCK;88;87;0;1150;11000;280;678;0;1200
DEFAULT;88;9;86,250203367721;1150;11000;280;2147483647;34,5000813470884;0
DEFAULT;89;10;996,692970946832;1150;11000;280;2147483647;398,677188378733;0
BRIDGE;89;90;0;1150;11000;280;939;0;0
BRIDGE;90;89;0;1150;11000;280;939;0;0
DEFAULT;90;91;1865,08977907851;1150;11000;280;2147483647;746,035911631404;0
DEFAULT;91;90;1865,08977907851;1150;11000;280;2147483647;746,035911631404;0
BRIDGE;91;92;0;1150;11000;280;776;0;0
BRIDGE;92;91;0;1150;11000;280;776;0;0
DEFAULT;92;93;3043,71034935803;1150;11000;280;2147483647;1217,48413974321;0
DEFAULT;93;92;3043,71034935803;1150;11000;280;2147483647;1217,48413974321;0
BRIDGE;93;94;0;1150;11000;280;894;0;0
BRIDGE;94;93;0;1150;11000;280;894;0;0
DEFAULT;94;95;2149,86060661308;1150;11000;280;2147483647;859,944242645232;0
DEFAULT;95;94;2149,86060661308;1150;11000;280;2147483647;859,944242645232;0
BRIDGE;95;96;0;1150;11000;280;790;0;0
BRIDGE;96;95;0;1150;11000;280;790;0;0
DEFAULT;96;11;724,7682944;1150;11000;280;2147483647;289,90731776;0
DEFAULT;97;11;1007,29022090276;750;7300;230;2147483647;1208,74826508332;0
BRIDGE;97;98;0;750;7300;230;779;0;0
BRIDGE;98;97;0;750;7300;230;779;0;0
DEFAULT;98;99;515,289204248126;750;7300;230;2147483647;618,347045097751;0
DEFAULT;99;98;515,289204248126;750;7300;230;2147483647;618,347045097751;0
BRIDGE;99;100;0;750;7300;230;271;0;0
BRIDGE;99;100;0;750;7300;230;2147483647;0;300
BRIDGE;100;99;0;750;7300;230;271;0;0
BRIDGE;100;99;0;750;7300;230;2147483647;0;300
DEFAULT;100;101;481,172976634275;750;7300;230;2147483647;577,40757196113;0
DEFAULT;101;100;481,172976634275;750;7300;230;2147483647;577,40757196113;0
BRIDGE;101;102;0;750;7300;230;578;0;0
BRIDGE;102;101;0;750;7300;230;578;0;0
DEFAULT;102;103;1430,23827823638;750;7300;230;2147483647;1716,28593388365;0
DEFAULT;103;102;1430,23827823638;750;7300;230;2147483647;1716,28593388365;0
BRIDGE;103;104;0;750;7300;230;550;0;0
BRIDGE;104;103;0;750;7300;230;550;0;0
DEFAULT;104;105;1371,7548192343;750;7300;230;2147483647;1646,10578308116;0
DEFAULT;105;104;1371,7548192343;750;7300;230;2147483647;1646,10578308116;0
BRIDGE;105;106;0;750;7300;230;239;0;0
BRIDGE;105;106;0;750;7300;230;2147483647;0;300
BRIDGE;106;105;0;750;7300;230;239;0;0
BRIDGE;106;105;0;750;7300;230;2147483647;0;300
DEFAULT;106;107;17,9763574647092;750;7300;230;2147483647;21,571628957651;0
DEFAULT;107;106;17,9763574647092;750;7300;230;2147483647;21,571628957651;0
LOCK;107;108;0;505;3850;230;2147483647;0;0
LOCK;108;107;0;505;3850;230;2147483647;0;0
DEFAULT;108;12;24,3007328949852;750;7300;230;2147483647;29,1608794739822;0
DEFAULT;109;12;6358,78161104459;505;3850;190;2147483647;7630,53793325351;0
BRIDGE;109;110;0;505;3850;190;533;0;0
BRIDGE;110;109;0;505;3850;190;533;0;0
DEFAULT;110;13;7217,57237648704;505;3850;190;2147483647;8661,08685178445;0
DEFAULT;111;13;814,221553827238;505;3850;190;2147483647;977,065864592685;0
BRIDGE;111;112;0;505;3850;190;542;0;0
BRIDGE;112;111;0;505;3850;190;542;0;0
DEFAULT;112;113;5535,00310878691;505;3850;190;2147483647;6642,00373054429;0
DEFAULT;113;112;5535,00310878691;505;3850;190;2147483647;6642,00373054429;0
BRIDGE;113;114;0;505;3850;190;522;0;0
BRIDGE;114;113;0;505;3850;190;522;0;0
DEFAULT;114;14;51,4354166528016;505;3850;190;2147483647;61,7224999833619;0
DEFAULT;115;14;61,5736844354929;510;3850;160;2147483647;73,8884213225915;0
BRIDGE;115;116;0;510;3850;160;392;0;0
BRIDGE;116;115;0;510;3850;160;392;0;0
DEFAULT;116;117;23,005623630984;510;3850;160;2147483647;27,6067483571807;0
DEFAULT;117;116;23,005623630984;510;3850;160;2147483647;27,6067483571807;0
LOCK;117;118;0;510;3850;160;2147483647;0;0
LOCK;118;117;0;510;3850;160;2147483647;0;0
DEFAULT;118;15;16,518811935406;510;3850;160;2147483647;19,8225743224872;0
DEFAULT;119;15;682,726171960739;510;3850;160;2147483647;819,271406352887;0
BRIDGE;119;120;0;510;3850;160;401;0;0
BRIDGE;120;119;0;510;3850;160;401;0;0
DEFAULT;120;121;1066,91599528285;510;3850;160;2147483647;1280,29919433942;0
DEFAULT;121;120;1066,91599528285;510;3850;160;2147483647;1280,29919433942;0
BRIDGE;121;122;0;510;3850;160;385;0;0
BRIDGE;122;121;0;510;3850;160;385;0;0
DEFAULT;122;123;623,34827904069;510;3850;160;2147483647;748,017934848828;0
DEFAULT;123;122;623,34827904069;510;3850;160;2147483647;748,017934848828;0
BRIDGE;123;124;0;510;3850;160;556;0;0
BRIDGE;124;123;0;510;3850;160;556;0;0
DEFAULT;124;125;581,774819968031;510;3850;160;2147483647;698,129783961638;0
DEFAULT;125;124;581,774819968031;510;3850;160;2147483647;698,129783961638;0
BRIDGE;125;126;0;510;3850;160;419;0;0
BRIDGE;126;125;0;510;3850;160;419;0;0
DEFAULT;126;127;530,099418387594;510;3850;160;2147483647;636,119302065113;0
DEFAULT;127;126;530,099418387594;510;3850;160;2147483647;636,119302065113;0
BRIDGE;127;128;0;510;3850;160;447;0;0
BRIDGE;128;127;0;510;3850;160;447;0;0
DEFAULT;128;16;32,8279222904482;510;3850;160;2147483647;39,3935067485379;0
DEFAULT;129;17;168,448061076148;510;1500;160;2147483647;202,137673291378;0
BRIDGE;129;130;0;510;1500;160;180;0;0
BRIDGE;129;130;0;510;1500;160;2147483647;0;0
BRIDGE;130;129;0;510;1500;160;180;0;0
BRIDGE;130;129;0;510;1500;160;2147483647;0;0
DEFAULT;130;131;63,3020464867988;510;1500;160;2147483647;75,9624557841586;0
DEFAULT;131;130;63,3020464867988;510;1500;160;2147483647;75,9624557841586;0
BRIDGE;131;132;0;510;1500;160;160;0;0
BRIDGE;131;132;0;510;1500;160;2147483647;0;0
BRIDGE;132;131;0;510;1500;160;160;0;0
BRIDGE;132;131;0;510;1500;160;2147483647;0;0
DEFAULT;132;133;123,027685883123;510;1500;160;2147483647;147,633223059748;0
DEFAULT;133;132;123,027685883123;510;1500;160;2147483647;147,633223059748;0
BRIDGE;133;134;0;510;1500;160;176;0;0
BRIDGE;133;134;0;510;1500;160;2147483647;0;0
BRIDGE;134;133;0;510;1500;160;176;0;0
BRIDGE;134;133;0;510;1500;160;2147483647;0;0
DEFAULT;134;135;181,41434887639;510;1500;160;2147483647;217,697218651668;0
DEFAULT;135;134;181,41434887639;510;1500;160;2147483647;217,697218651668;0
BRIDGE;135;136;0;510;1500;160;513;0;0
BRIDGE;136;135;0;510;1500;160;513;0;0
DEFAULT;136;137;186,148411629092;510;1500;160;2147483647;223,378093954911;0
DEFAULT;137;136;186,148411629092;510;1500;160;2147483647;223,378093954911;0
BRIDGE;137;138;0;510;1500;160;171;0;0
BRIDGE;137;138;0;510;1500;160;2147483647;0;0
BRIDGE;138;137;0;510;1500;160;171;0;0
BRIDGE;138;137;0;510;1500;160;2147483647;0;0
DEFAULT;138;139;130,835081260398;510;1500;160;2147483647;157,002097512477;0
DEFAULT;139;138;130,835081260398;510;1500;160;2147483647;157,002097512477;0
BRIDGE;139;140;0;510;1500;160;148;0;0
BRIDGE;139;140;0;510;1500;160;2147483647;0;0
BRIDGE;140;139;0;510;1500;160;148;0;0
BRIDGE;140;139;0;510;1500;160;2147483647;0;0
DEFAULT;140;141;218,545279310823;510;1500;160;2147483647;262,254335172988;0
DEFAULT;141;140;218,545279310823;510;1500;160;2147483647;262,254335172988;0
BRIDGE;141;142;0;510;1500;160;221;0;0
BRIDGE;141;142;0;510;1500;160;2147483647;0;0
BRIDGE;142;141;0;510;1500;160;221;0;0
BRIDGE;142;141;0;510;1500;160;2147483647;0;0
DEFAULT;142;143;229,030930377893;510;1500;160;2147483647;274,837116453471;0
DEFAULT;143;142;229,030930377893;510;1500;160;2147483647;274,837116453471;0
BRIDGE;143;144;0;510;1500;160;200;0;0
BRIDGE;143;144;0;510;1500;160;2147483647;0;0
BRIDGE;144;143;0;510;1500;160;200;0;0
BRIDGE;144;143;0;510;1500;160;2147483647;0;0
DEFAULT;144;145;415,484888043527;510;1500;160;2147483647;498,581865652233;0
DEFAULT;145;144;415,484888043527;510;1500;160;2147483647;498,581865652233;0
BRIDGE;145;146;0;510;1500;160;404;0;0
BRIDGE;146;145;0;510;1500;160;404;0;0
DEFAULT;146;147;233,460142324998;510;1500;160;2147483647;280,152170789998;0
DEFAULT;147;146;233,460142324998;510;1500;160;2147483647;280,152170789998;0
LOCK;147;148;0;510;1500;160;2147483647;0;0
LOCK;148;147;0;510;1500;160;2147483647;0;0
DEFAULT;148;18;24,85408604773;510;1500;160;2147483647;29,824903257276;0
DEFAULT;149;18;152,805736372288;660;3850;160;2147483647;183,366883646745;0
BRIDGE;149;150;0;660;3850;160;457;0;0
BRIDGE;150;149;0;660;3850;160;457;0;0
DEFAULT;150;19;124,296652236778;660;3850;160;2147483647;149,155982684134;0
DEFAULT;151;11;1039,36536279457;1150;11000;280;2147483647;249,447687070698;0
BRIDGE;151;152;0;1150;11000;280;830;0;0
BRIDGE;152;151;0;1150;11000;280;830;0;0
DEFAULT;152;153;361,897962896729;1150;11000;280;2147483647;86,8555110952149;0
DEFAULT;153;152;361,897962896729;1150;11000;280;2147483647;86,8555110952149;0
BRIDGE;153;154;0;1150;11000;280;768;0;0
BRIDGE;154;153;0;1150;11000;280;768;0;0
DEFAULT;154;20;3488,29429193921;1150;11000;280;2147483647;837,190630065411;0
DEFAULT;155;20;1828,04210104862;1150;11000;280;2147483647;438,730104251668;0
BRIDGE;155;156;0;1150;11000;280;832;0;0
BRIDGE;156;155;0;1150;11000;280;832;0;0
DEFAULT;156;157;381,633478695667;1150;11000;280;2147483647;91,59203488696;0
DEFAULT;157;156;381,633478695667;1150;11000;280;2147483647;91,59203488696;0
BRIDGE;157;158;0;1150;11000;280;924;0;0
BRIDGE;158;157;0;1150;11000;280;924;0;0
DEFAULT;158;159;1982,50034671619;1150;11000;280;2147483647;475,800083211884;0
DEFAULT;159;158;1982,50034671619;1150;11000;280;2147483647;475,800083211884;0
BRIDGE;159;160;0;1150;11000;280;730;0;0
BRIDGE;160;159;0;1150;11000;280;730;0;0
DEFAULT;160;161;662,293594080457;1150;11000;280;2147483647;158,95046257931;0
DEFAULT;161;160;662,293594080457;1150;11000;280;2147483647;158,95046257931;0
BRIDGE;161;162;0;1150;11000;280;902;0;0
BRIDGE;162;161;0;1150;11000;280;902;0;0
DEFAULT;162;163;953,981064332613;1150;11000;280;2147483647;228,955455439827;0
DEFAULT;163;162;953,981064332613;1150;11000;280;2147483647;228,955455439827;0
BRIDGE;163;164;0;1150;11000;280;908;0;0
BRIDGE;164;163;0;1150;11000;280;908;0;0
DEFAULT;164;165;928,90870707139;1150;11000;280;2147483647;222,938089697134;0
DEFAULT;165;164;928,90870707139;1150;11000;280;2147483647;222,938089697134;0
BRIDGE;165;166;0;1150;11000;280;917;0;0
BRIDGE;166;165;0;1150;11000;280;917;0;0
DEFAULT;166;167;2135,0552876306;1150;11000;280;2147483647;512,413269031343;0
DEFAULT;167;166;2135,0552876306;1150;11000;280;2147483647;512,413269031343;0
BRIDGE;167;168;0;1150;11000;280;894;0;0
BRIDGE;168;167;0;1150;11000;280;894;0;0
DEFAULT;168;21;382,853319033504;1150;11000;280;2147483647;91,884796568041;0
DEFAULT;169;21;56,1577486048788;510;3850;160;2147483647;25,2709868721954;0
BRIDGE;169;170;0;510;3850;160;469;0;0
BRIDGE;170;169;0;510;3850;160;469;0;0
DEFAULT;170;171;33,5171664545148;510;3850;160;2147483647;15,0827249045317;0
DEFAULT;171;170;33,5171664545148;510;3850;160;2147483647;15,0827249045317;0
LOCK;171;172;0;510;3850;160;470;0;0
LOCK;172;171;0;510;3850;160;470;0;0
DEFAULT;172;22;34,2721963876118;510;3850;160;2147483647;15,4224883744253;0
DEFAULT;173;22;966,677874811771;510;3850;160;2147483647;435,005043665297;0
BRIDGE;173;174;0;510;3850;160;420;0;0
BRIDGE;174;173;0;510;3850;160;420;0;0
DEFAULT;174;175;1436,27149518656;510;3850;160;2147483647;646,322172833952;0
DEFAULT;175;174;1436,27149518656;510;3850;160;2147483647;646,322172833952;0
BRIDGE;175;176;0;510;3850;160;406;0;0
BRIDGE;176;175;0;510;3850;160;406;0;0
DEFAULT;176;177;1594,62942439698;510;3850;160;2147483647;717,58324097864;0
DEFAULT;177;176;1594,62942439698;510;3850;160;2147483647;717,58324097864;0
BRIDGE;177;178;0;510;3850;160;491;0;0
BRIDGE;178;177;0;510;3850;160;491;0;0
DEFAULT;178;179;1260,66009348332;510;3850;160;2147483647;567,297042067494;0
DEFAULT;179;178;1260,66009348332;510;3850;160;2147483647;567,297042067494;0
BRIDGE;179;180;0;510;3850;160;414;0;0
BRIDGE;180;179;0;510;3850;160;414;0;0
DEFAULT;180;181;2278,67406835348;510;3850;160;2147483647;1025,40333075906;0
DEFAULT;181;180;2278,67406835348;510;3850;160;2147483647;1025,40333075906;0
BRIDGE;181;182;0;510;3850;160;421;0;0
BRIDGE;182;181;0;510;3850;160;421;0;0
DEFAULT;182;183;1377,90548375567;510;3850;160;2147483647;620,057467690051;0
DEFAULT;183;182;1377,90548375567;510;3850;160;2147483647;620,057467690051;0
BRIDGE;183;184;0;510;3850;160;406;0;0
BRIDGE;184;183;0;510;3850;160;406;0;0
DEFAULT;184;23;866,133076950569;510;3850;160;2147483647;389,759884627756;0
DEFAULT;185;23;1473,3792898044;510;3850;160;2147483647;663,02068041198;0
BRIDGE;185;186;0;510;3850;160;460;0;0
BRIDGE;186;185;0;510;3850;160;460;0;0
DEFAULT;186;187;1532,44607615104;510;3850;160;2147483647;689,600734267967;0
DEFAULT;187;186;1532,44607615104;510;3850;160;2147483647;689,600734267967;0
BRIDGE;187;188;0;510;3850;160;404;0;0
BRIDGE;188;187;0;510;3850;160;404;0;0
DEFAULT;188;189;314,184802815651;510;3850;160;2147483647;141,383161267043;0
DEFAULT;189;188;314,184802815651;510;3850;160;2147483647;141,383161267043;0
BRIDGE;189;190;0;510;3850;160;156;0;0
BRIDGE;190;189;0;510;3850;160;156;0;0
DEFAULT;190;191;181,26454687159;510;3850;160;2147483647;81,5690460922154;0
DEFAULT;191;190;181,26454687159;510;3850;160;2147483647;81,5690460922154;0
BRIDGE;191;192;0;510;3850;160;2147483647;0;0
BRIDGE;191;192;0;510;3850;160;2147483647;0;0
BRIDGE;192;191;0;510;3850;160;2147483647;0;0
