Type;Node1;Node2;Distance(m);MaxWidth(cm);MaxLength(cm);MaxDraught(cm);MaxHeight(cm);DefaultPassageDuration;AvgProcessingTime
DEFAULT;282;3;1192,74567143331;960;8600;249;2147483647;477,098268573325;0
DEFAULT;67;71;15,2636817426682;960;8600;249;2147483647;6,10547269706729;0
DEFAULT;71;67;15,2636817426682;960;8600;249;2147483647;6,10547269706729;0
DEFAULT;71;284;102,98303813369;960;8600;249;2147483647;40,19321525347;0
DEFAULT;284;4;1022,98303813369;960;8600;249;2147483647;409,193215253475;0
DEFAULT;73;4;647,142716661969;1150;11000;279;2147483647;258,857086664788;0
DEFAULT;73;75;612,1001312804;1150;11000;280;2147483647;244,84005251216;0
DEFAULT;75;73;612,1001312804;1150;11000;280;2147483647;244,84005251216;0
DEFAULT;75;5;80,7709456056916;1150;11000;279;2147483647;32,3083782422766;0
DEFAULT;77;5;317,033642649399;1150;11000;279;2147483647;126,81345705976;0
DEFAULT;77;79;1110,16217022366;1150;11000;279;2147483647;444,064868089465;0
DEFAULT;79;77;1110,16217022366;1150;11000;279;2147483647;444,064868089465;0
DEFAULT;79;81;3344,13984778176;1150;11000;279;2147483647;1337,6559391127;0
DEFAULT;81;79;3344,13984778176;1150;11000;279;2147483647;1337,6559391127;0
DEFAULT;81;6;618,083202520036;1150;11000;279;2147483647;247,233281008014;0
DEFAULT;83;6;2924,83417757197;1150;11000;279;2147483647;1169,93367102879;0
DEFAULT;83;7;14,7637874463543;1150;11000;279;2147483647;5,9055149785417;0
DEFAULT;85;7;1384,28024684387;1150;11000;279;2147483647;553,712098737549;0
DEFAULT;85;8;405,500114818216;1150;11000;279;2147483647;162,200045927287;0
DEFAULT;87;8;603,157785074074;1150;11000;279;2147483647;241,26311402963;0
DEFAULT;87;9;86,250203367721;1150;11000;279;2147483647;34,5000813470884;0
DEFAULT;89;10;996,692970946832;1150;11000;279;2147483647;398,677188378733;0
DEFAULT;89;91;1865,08977907851;1150;11000;279;2147483647;746,035911631404;0
DEFAULT;91;89;1865,08977907851;1150;11000;279;2147483647;746,035911631404;0
DEFAULT;91;93;3043,71034935803;1150;11000;279;2147483647;1217,48413974321;0
DEFAULT;93;91;3043,71034935803;1150;11000;279;2147483647;1217,48413974321;0
DEFAULT;93;95;2149,86060661308;1150;11000;279;2147483647;859,944242645232;0
DEFAULT;95;93;2149,86060661308;1150;11000;279;2147483647;859,944242645232;0
DEFAULT;95;11;724,7682944;1150;11000;279;2147483647;289,90731776;0
DEFAULT;97;11;1007,29022090276;750;7300;229;2147483647;1208,74826508332;0
DEFAULT;97;99;515,289204248126;750;7300;229;2147483647;618,347045097751;0
DEFAULT;99;97;515,289204248126;750;7300;229;2147483647;618,347045097751;0
DEFAULT;99;101;481,172976634275;750;7300;229;2147483647;577,40757196113;0
DEFAULT;101;99;481,172976634275;750;7300;229;2147483647;577,40757196113;0
DEFAULT;101;103;1430,23827823638;750;7300;229;2147483647;1716,28593388365;0
DEFAULT;103;101;1430,23827823638;750;7300;229;2147483647;1716,28593388365;0
DEFAULT;103;105;1371,7548192343;750;7300;229;2147483647;1646,10578308116;0
DEFAULT;105;103;1371,7548192343;750;7300;229;2147483647;1646,10578308116;0
DEFAULT;105;107;17,9763574647092;750;7300;229;2147483647;21,571628957651;0
DEFAULT;107;105;17,9763574647092;750;7300;229;2147483647;21,571628957651;0
DEFAULT;107;12;24,3007328949852;750;7300;229;2147483647;29,1608794739822;0
DEFAULT;109;12;6358,78161104459;505;3850;189;2147483647;7630,53793325351;0
DEFAULT;109;13;7217,57237648704;505;3850;189;2147483647;8661,08685178445;0
DEFAULT;111;13;814,221553827238;505;3850;189;2147483647;977,065864592685;0
DEFAULT;111;113;5535,00310878691;505;3850;189;2147483647;6642,00373054429;0
DEFAULT;113;111;5535,00310878691;505;3850;189;2147483647;6642,00373054429;0
DEFAULT;113;14;51,4354166528016;505;3850;189;2147483647;61,7224999833619;0
DEFAULT;115;14;61,5736844354929;510;3850;159;2147483647;73,8884213225915;0
DEFAULT;115;117;23,005623630984;510;3850;159;2147483647;27,6067483571807;0
DEFAULT;117;115;23,005623630984;510;3850;159;2147483647;27,6067483571807;0
DEFAULT;117;15;16,518811935406;510;3850;159;2147483647;19,8225743224872;0
DEFAULT;119;15;682,726171960739;510;3850;159;2147483647;819,271406352887;0
DEFAULT;119;121;1066,91599528285;510;3850;159;2147483647;1280,29919433942;0
DEFAULT;121;119;1066,91599528285;510;3850;159;2147483647;1280,29919433942;0
DEFAULT;121;123;623,34827904069;510;3850;159;2147483647;748,017934848828;0
DEFAULT;123;121;623,34827904069;510;3850;159;2147483647;748,017934848828;0
DEFAULT;123;125;581,774819968031;510;3850;159;2147483647;698,129783961638;0
DEFAULT;125;123;581,774819968031;510;3850;159;2147483647;698,129783961638;0
DEFAULT;125;127;530,099418387594;510;3850;159;2147483647;636,119302065113;0
DEFAULT;127;125;530,099418387594;510;3850;159;2147483647;636,119302065113;0
DEFAULT;127;16;32,8279222904482;510;3850;159;2147483647;39,3935067485379;0
DEFAULT;129;17;168,448061076148;510;1500;159;2147483647;202,137673291378;0
DEFAULT;129;131;63,3020464867988;510;1500;159;2147483647;75,9624557841586;0
DEFAULT;131;129;63,3020464867988;510;1500;159;2147483647;75,9624557841586;0
DEFAULT;131;133;123,027685883123;510;1500;159;2147483647;147,633223059748;0
DEFAULT;133;131;123,027685883123;510;1500;159;2147483647;147,633223059748;0
DEFAULT;133;135;181,41434887639;510;1500;159;2147483647;217,697218651668;0
DEFAULT;135;133;181,41434887639;510;1500;159;2147483647;217,697218651668;0
DEFAULT;135;137;186,148411629092;510;1500;159;2147483647;223,378093954911;0
DEFAULT;137;135;186,148411629092;510;1500;159;2147483647;223,378093954911;0
DEFAULT;137;139;130,835081260398;510;1500;159;2147483647;157,002097512477;0
DEFAULT;139;137;130,835081260398;510;1500;159;2147483647;157,002097512477;0
DEFAULT;139;141;218,545279310823;510;1500;159;2147483647;262,254335172988;0
DEFAULT;141;139;218,545279310823;510;1500;159;2147483647;262,254335172988;0
DEFAULT;141;143;229,030930377893;510;1500;159;2147483647;274,837116453471;0
DEFAULT;143;141;229,030930377893;510;1500;159;2147483647;274,837116453471;0
DEFAULT;143;145;415,484888043527;510;1500;159;2147483647;498,581865652233;0
DEFAULT;145;143;415,484888043527;510;1500;159;2147483647;498,581865652233;0
DEFAULT;145;147;233,460142324998;510;1500;159;2147483647;280,152170789998;0
DEFAULT;147;145;233,460142324998;510;1500;159;2147483647;280,152170789998;0
DEFAULT;147;18;24,85408604773;510;1500;159;2147483647;29,824903257276;0
DEFAULT;149;18;152,805736372288;660;3850;159;2147483647;183,366883646745;0
DEFAULT;149;19;124,296652236778;660;3850;159;2147483647;149,155982684134;0
DEFAULT;151;11;1039,36536279457;1150;11000;279;2147483647;249,447687070698;0
DEFAULT;151;153;361,897962896729;1150;11000;279;2147483647;86,8555110952149;0
DEFAULT;153;151;361,897962896729;1150;11000;279;2147483647;86,8555110952149;0
DEFAULT;153;20;3488,29429193921;1150;11000;279;2147483647;837,190630065411;0
DEFAULT;155;20;1828,04210104862;1150;11000;279;2147483647;438,730104251668;0
DEFAULT;155;157;381,633478695667;1150;11000;279;2147483647;91,59203488696;0
DEFAULT;157;155;381,633478695667;1150;11000;279;2147483647;91,59203488696;0
DEFAULT;157;159;1982,50034671619;1150;11000;279;2147483647;475,800083211884;0
DEFAULT;159;157;1982,50034671619;1150;11000;279;2147483647;475,800083211884;0
DEFAULT;159;161;662,293594080457;1150;11000;279;2147483647;158,95046257931;0
DEFAULT;161;159;662,293594080457;1150;11000;279;2147483647;158,95046257931;0
DEFAULT;161;163;953,981064332613;1150;11000;279;2147483647;228,955455439827;0
DEFAULT;163;161;953,981064332613;1150;11000;279;2147483647;228,955455439827;0
DEFAULT;163;165;928,90870707139;1150;11000;279;2147483647;222,938089697134;0
DEFAULT;165;163;928,90870707139;1150;11000;279;2147483647;222,938089697134;0
DEFAULT;165;167;2135,0552876306;1150;11000;279;2147483647;512,413269031343;0
DEFAULT;167;165;2135,0552876306;1150;11000;279;2147483647;512,413269031343;0
DEFAULT;167;21;382,853319033504;1150;11000;279;2147483647;91,884796568041;0
DEFAULT;169;21;56,1577486048788;510;3850;159;2147483647;25,2709868721954;0
DEFAULT;169;171;33,5171664545148;510;3850;159;2147483647;15,0827249045317;0
DEFAULT;171;169;33,5171664545148;510;3850;159;2147483647;15,0827249045317;0
DEFAULT;171;22;34,2721963876118;510;3850;159;2147483647;15,4224883744253;0
DEFAULT;173;22;966,677874811771;510;3850;159;2147483647;435,005043665297;0
DEFAULT;173;175;1436,27149518656;510;3850;159;2147483647;646,322172833952;0
DEFAULT;175;173;1436,27149518656;510;3850;159;2147483647;646,322172833952;0
DEFAULT;175;177;1594,62942439698;510;3850;159;2147483647;717,58324097864;0
DEFAULT;177;175;1594,62942439698;510;3850;159;2147483647;717,58324097864;0
DEFAULT;177;179;1260,66009348332;510;3850;159;2147483647;567,297042067494;0
DEFAULT;179;177;1260,66009348332;510;3850;159;2147483647;567,297042067494;0
DEFAULT;179;181;2278,67406835348;510;3850;159;2147483647;1025,40333075906;0
DEFAULT;181;179;2278,67406835348;510;3850;159;2147483647;1025,40333075906;0
DEFAULT;181;183;1377,90548375567;510;3850;159;2147483647;620,057467690051;0
DEFAULT;183;181;1377,90548375567;510;3850;159;2147483647;620,057467690051;0
DEFAULT;183;23;866,133076950569;510;3850;159;2147483647;389,759884627756;0
DEFAULT;185;23;1473,3792898044;510;3850;159;2147483647;663,02068041198;0
DEFAULT;185;187;1532,44607615104;510;3850;159;2147483647;689,600734267967;0
DEFAULT;187;185;1532,44607615104;510;3850;159;2147483647;689,600734267967;0
DEFAULT;187;189;314,184802815651;510;3850;159;2147483647;141,383161267043;0
DEFAULT;189;187;314,184802815651;510;3850;159;2147483647;141,383161267043;0
DEFAULT;189;191;181,26454687159;510;3850;159;2147483647;81,5690460922154;0
DEFAULT;191;189;181,26454687159;510;3850;159;2147483647;81,5690460922154;0
DEFAULT;191;24;1,95759737363636;510;3850;159;2147483647;0,880918818136361;0
DEFAULT;193;26;1092,21518722196;960;8600;279;2147483647;262,13164493327;0
DEFAULT;193;25;312,958095534184;960;8600;279;2147483647;75,1099429282042;0
DEFAULT;195;25;817,479184068404;1150;11000;279;2147483647;196,195004176417;0
DEFAULT;195;197;953,639879909251;1150;11000;279;2147483647;228,87357117822;0
DEFAULT;197;195;953,639879909251;1150;11000;279;2147483647;228,87357117822;0
DEFAULT;197;199;773,541380472386;1150;11000;279;2147483647;185,649931313373;0
DEFAULT;199;197;773,541380472386;1150;11000;279;2147483647;185,649931313373;0
DEFAULT;199;201;2299,80601362926;1150;11000;279;2147483647;551,953443271022;0
DEFAULT;201;199;2299,80601362926;1150;11000;279;2147483647;551,953443271022;0
DEFAULT;201;203;7,73122781841675;1150;11000;279;2147483647;1,85549467642002;0
DEFAULT;203;201;7,73122781841675;1150;11000;279;2147483647;1,85549467642002;0
DEFAULT;203;205;28,8119988485831;1150;11000;279;2147483647;6,91487972365995;0
DEFAULT;205;203;28,8119988485831;1150;11000;279;2147483647;6,91487972365995;0
DEFAULT;205;207;324,168301104386;1150;11000;279;2147483647;77,8003922650525;0
DEFAULT;207;205;324,168301104386;1150;11000;279;2147483647;77,8003922650525;0
DEFAULT;207;209;1040,89063376427;1150;11000;279;2147483647;249,813752103426;0
DEFAULT;209;207;1040,89063376427;1150;11000;279;2147483647;249,813752103426;0
DEFAULT;209;211;1710,04524195759;1150;11000;279;2147483647;410,410858069821;0
DEFAULT;211;209;1710,04524195759;1150;11000;279;2147483647;410,410858069821;0
DEFAULT;211;27;23,7136482182995;1150;11000;279;2147483647;5,69127557239189;0
DEFAULT;213;27;756,075524080859;1150;11000;279;2147483647;181,458125779406;0
DEFAULT;213;215;423,109668236397;1150;11000;279;2147483647;101,546320376735;0
DEFAULT;215;213;423,109668236397;1150;11000;279;2147483647;101,546320376735;0
DEFAULT;215;217;918,697059564735;1150;11000;279;2147483647;220,487294295536;0
DEFAULT;217;215;918,697059564735;1150;11000;279;2147483647;220,487294295536;0
DEFAULT;217;28;2593,88379496608;1150;11000;279;2147483647;622,532110791859;0
DEFAULT;219;28;428,656399354594;1150;11000;279;2147483647;102,877535845103;0
DEFAULT;219;221;1723,87557289965;1150;11000;279;2147483647;413,730137495917;0
DEFAULT;221;219;1723,87557289965;1150;11000;279;2147483647;413,730137495917;0
DEFAULT;221;29;54,6862216374632;1150;11000;279;2147483647;13,1246931929912;0
DEFAULT;223;29;21,192229490953;1150;11000;279;2147483647;5,08613507782873;0
DEFAULT;223;6;319,351912003241;1150;11000;279;2147483647;76,6444588807777;0
DEFAULT;227;30;329,982769367996;1150;11000;259;2147483647;148,492246215598;0
DEFAULT;227;229;43,2731903753801;1150;11000;259;2147483647;19,472935668921;0
DEFAULT;229;227;43,2731903753801;1150;11000;259;2147483647;19,472935668921;0
DEFAULT;229;31;115,606215963034;1150;11000;259;2147483647;52,0227971833651;0
DEFAULT;231;31;2014,55293245251;1150;11000;259;2147483647;906,548819603629;0
DEFAULT;231;233;1867,2023516632;1150;11000;259;2147483647;840,241058248438;0
DEFAULT;233;231;1867,2023516632;1150;11000;259;2147483647;840,241058248438;0
DEFAULT;233;235;84,2368865260765;1150;11000;259;2147483647;37,9065989367344;0
DEFAULT;235;233;84,2368865260765;1150;11000;259;2147483647;37,9065989367344;0
DEFAULT;235;32;82,1560138038067;1150;11000;259;2147483647;36,970206211713;0
DEFAULT;237;32;1507,81449891884;1150;11000;259;2147483647;678,516524513479;0
DEFAULT;237;239;743,277623503989;1150;11000;259;2147483647;334,474930576795;0
DEFAULT;239;237;743,277623503989;1150;11000;259;2147483647;334,474930576795;0
DEFAULT;239;241;2202,04451537125;1150;11000;259;2147483647;990,920031917063;0
DEFAULT;241;239;2202,04451537125;1150;11000;259;2147483647;990,920031917063;0
DEFAULT;241;243;914,76831623335;1150;11000;259;2147483647;411,645742305008;0
DEFAULT;243;241;914,76831623335;1150;11000;259;2147483647;411,645742305008;0
DEFAULT;243;33;67,2226326973168;1150;11000;259;2147483647;30,2501847137926;0
DEFAULT;245;33;24,8449511120719;1150;11000;259;2147483647;11,1802280004324;0
DEFAULT;245;247;1075,96730409083;1150;11000;259;2147483647;484,185286840874;0
DEFAULT;247;245;1075,96730409083;1150;11000;259;2147483647;484,185286840874;0
DEFAULT;247;249;517,369910331645;1150;11000;259;2147483647;232,81645964924;0
DEFAULT;249;247;517,369910331645;1150;11000;259;2147483647;232,81645964924;0
DEFAULT;249;251;241,908303667208;1150;11000;259;2147483647;108,858736650244;0
DEFAULT;251;249;241,908303667208;1150;11000;259;2147483647;108,858736650244;0
DEFAULT;251;253;1160,33128822953;1150;11000;259;2147483647;522,149079703289;0
DEFAULT;253;251;1160,33128822953;1150;11000;259;2147483647;522,149079703289;0
DEFAULT;253;285;630,198732394465;1150;11000;259;2147483647;283,589429577509;0
DEFAULT;285;255;63,198732394465;1150;11000;259;2147483647;28,58942957750;0
DEFAULT;255;285;63,198732394465;1150;11000;259;2147483647;28,58942957750;0
DEFAULT;285;253;630,198732394465;1150;11000;259;2147483647;283,589429577509;0
DEFAULT;255;34;8,24236618327923;1150;11000;259;2147483647;3,70906478247565;0
DEFAULT;257;34;53,2758460931983;510;3850;179;2147483647;23,9741307419392;0
DEFAULT;257;283;587,87087098879;510;3850;179;2147483647;26,54189194495;0
DEFAULT;283;257;87,87087098879;510;3850;179;2147483647;26,541891944955;0
DEFAULT;273;38;339,76453109509;1030;8600;239;2147483647;135,905812438036;0
DEFAULT;273;275;715,769445591367;1030;8600;239;2147483647;286,307778236547;0
DEFAULT;275;273;715,769445591367;1030;8600;239;2147483647;286,307778236547;0
DEFAULT;275;277;667,2097115924;1030;8600;239;2147483647;266,88388463696;0
DEFAULT;277;275;667,2097115924;1030;8600;239;2147483647;266,88388463696;0
DEFAULT;277;279;4485,52892415997;1030;8600;239;2147483647;1794,21156966399;0
DEFAULT;279;277;4485,52892415997;1030;8600;239;2147483647;1794,21156966399;0
DEFAULT;279;39;90,1083636528051;1030;8600;239;2147483647;36,0433454611221;0
DEFAULT;281;40;665,660286466011;960;8600;249;2147483647;266,264114586404;0
DEFAULT;281;0;512,653420490907;960;8600;249;2147483647;205,061368196363;0
DEFAULT;283;282;5120,653420490907;960;8600;249;2147483647;7505,061368196363;0
DEFAULT;282;283;5120,653420490907;960;8600;249;2147483647;7505,061368196363;0
